Order ID,Order Date,State,Region,Segment,Category,Sub-Category,Sales,Discount,Profit
ORD-1293,2023-08-30,Arizona,South,Home Office,Technology,Phones,85.1,0.1,-1.51
ORD-1294,2023-07-28,Washington,East,Corporate,Office Supplies,Paper,136.77,0.0,12.03
ORD-1295,2023-12-15,Ohio,South,Home Office,Furniture,Tables,147.44,0.2,1.51
ORD-1296,2023-02-21,Arizona,Central,Consumer,Furniture,Tables,190.06,0.0,25.93
ORD-1297,2023-01-07,Washington,Central,Consumer,Office Supplies,Paper,897.82,0.0,151.27
ORD-1298,2023-05-04,Illinois,South,Consumer,Technology,Accessories,670.88,0.1,-4.64
ORD-1299,2023-12-27,Texas,Central,Home Office,Technology,Phones,200.37,0.0,12.07
ORD-1300,2023-01-12,Illinois,West,Home Office,Office Supplies,Binders,177.25,0.0,21.21
ORD-1301,2023-09-24,California,West,Corporate,Furniture,Bookcases,185.24,0.0,13.37
ORD-1302,2023-03-13,New York,Central,Corporate,Furniture,Chairs,129.43,0.0,21.38
ORD-1303,2023-01-13,Ohio,West,Corporate,Furniture,Tables,214.27,0.3,-34.05
ORD-1304,2023-12-28,Ohio,Central,Home Office,Office Supplies,Storage,508.38,0.1,62.33
ORD-1305,2023-01-15,Arizona,West,Home Office,Office Supplies,Binders,48.92,0.2,2.44
ORD-1306,2023-05-15,Texas,South,Corporate,Technology,Phones,631.62,0.0,44.49
ORD-1307,2023-05-22,New York,West,Home Office,Office Supplies,Storage,874.84,0.1,157.66
ORD-1308,2023-02-19,Ohio,East,Corporate,Technology,Phones,70.47,0.0,8.4
ORD-1309,2023-01-19,California,East,Home Office,Technology,Accessories,808.14,0.0,191.58
ORD-1310,2023-11-03,Ohio,West,Corporate,Office Supplies,Storage,192.68,0.0,19.72
ORD-1311,2023-10-04,Texas,East,Consumer,Technology,Accessories,376.77,0.0,64.48
ORD-1312,2023-04-19,California,South,Consumer,Office Supplies,Storage,622.07,0.0,88.48
ORD-1313,2023-03-25,Illinois,West,Corporate,Office Supplies,Storage,467.91,0.0,110.83
ORD-1314,2023-03-26,Texas,Central,Corporate,Furniture,Bookcases,46.32,0.0,5.24
ORD-1315,2023-12-03,Arizona,Central,Consumer,Technology,Accessories,716.22,0.0,196.1
ORD-1316,2023-06-02,Ohio,Central,Consumer,Technology,Phones,516.56,0.0,94.55
ORD-1317,2023-02-13,California,East,Consumer,Furniture,Bookcases,116.1,0.0,18.79
ORD-1318,2023-04-03,Ohio,Central,Corporate,Technology,Phones,537.29,0.3,-101.75
ORD-1319,2023-01-26,Ohio,West,Home Office,Office Supplies,Paper,276.55,0.1,12.26
ORD-1320,2023-11-17,Illinois,Central,Home Office,Furniture,Chairs,29.87,0.3,-5.06
ORD-1321,2023-05-26,Washington,East,Consumer,Office Supplies,Paper,219.33,0.1,6.99
ORD-1322,2023-02-04,California,South,Consumer,Furniture,Chairs,128.56,0.0,35.05
ORD-1323,2023-05-16,Washington,East,Consumer,Office Supplies,Paper,597.66,0.1,71.59
ORD-1324,2023-04-22,Arizona,East,Consumer,Office Supplies,Binders,791.28,0.0,138.17
ORD-1325,2023-12-16,California,Central,Corporate,Furniture,Bookcases,96.05,0.0,17.7
ORD-1326,2023-02-21,Texas,East,Consumer,Office Supplies,Binders,590.97,0.3,-37.61
ORD-1327,2023-07-17,Illinois,South,Home Office,Technology,Phones,437.34,0.0,35.82
ORD-1328,2023-02-05,California,South,Consumer,Furniture,Tables,290.94,0.0,40.96
ORD-1329,2023-02-10,Illinois,West,Home Office,Office Supplies,Paper,649.46,0.0,125.15
ORD-1330,2023-06-27,Washington,South,Home Office,Furniture,Chairs,362.54,0.1,71.29
ORD-1331,2023-06-28,New York,East,Consumer,Technology,Phones,609.72,0.3,-116.27
ORD-1332,2023-10-11,California,South,Consumer,Technology,Phones,110.76,0.0,9.77
ORD-1333,2023-12-20,California,East,Home Office,Furniture,Bookcases,253.5,0.3,-53.19
ORD-1334,2023-10-09,Washington,West,Home Office,Office Supplies,Storage,194.7,0.0,23.61
ORD-1335,2023-01-07,Illinois,East,Corporate,Office Supplies,Paper,181.64,0.2,13.48
ORD-1336,2023-01-28,Arizona,Central,Corporate,Office Supplies,Paper,89.43,0.0,16.2
ORD-1337,2023-02-16,Arizona,West,Home Office,Technology,Phones,416.29,0.0,123.05
ORD-1338,2023-09-13,Washington,West,Corporate,Furniture,Tables,120.92,0.0,18.07
ORD-1339,2023-05-20,Washington,Central,Home Office,Office Supplies,Paper,969.78,0.0,258.33
ORD-1340,2023-10-04,Texas,West,Corporate,Furniture,Tables,818.9,0.0,93.74
ORD-1341,2023-10-07,Illinois,West,Home Office,Technology,Accessories,179.18,0.0,38.91
ORD-1342,2023-11-27,Illinois,Central,Home Office,Technology,Phones,930.08,0.2,-10.05
ORD-1343,2023-02-23,Arizona,East,Consumer,Furniture,Tables,575.9,0.1,11.51
ORD-1344,2023-07-29,Arizona,East,Consumer,Office Supplies,Binders,771.8,0.1,-2.5
ORD-1345,2023-06-02,Arizona,West,Consumer,Technology,Accessories,330.44,0.1,18.62
ORD-1346,2023-02-07,Arizona,Central,Home Office,Office Supplies,Storage,512.53,0.0,56.69
ORD-1347,2023-06-26,Texas,West,Corporate,Technology,Phones,123.69,0.1,12.7
ORD-1348,2023-05-04,Washington,East,Home Office,Office Supplies,Storage,295.74,0.0,57.76
ORD-1349,2023-08-24,California,Central,Corporate,Technology,Copiers,162.82,0.1,11.44
ORD-1350,2023-05-26,Illinois,South,Corporate,Technology,Copiers,537.26,0.3,-127.35
ORD-1351,2023-03-07,Illinois,East,Corporate,Furniture,Tables,343.24,0.0,28.7
ORD-1352,2023-12-04,Texas,Central,Consumer,Furniture,Bookcases,72.74,0.1,14.37
ORD-1353,2023-07-03,Ohio,East,Home Office,Technology,Copiers,329.13,0.2,17.27
ORD-1354,2023-08-05,Washington,South,Home Office,Furniture,Tables,262.09,0.2,5.34
ORD-1355,2023-06-16,Ohio,East,Home Office,Office Supplies,Storage,762.63,0.0,151.69
ORD-1356,2023-11-14,New York,East,Consumer,Furniture,Chairs,476.86,0.1,25.25
ORD-1357,2023-07-17,California,East,Corporate,Office Supplies,Binders,355.38,0.0,100.35
ORD-1358,2023-12-26,Washington,West,Consumer,Technology,Copiers,832.31,0.1,159.18
ORD-1359,2023-05-27,Illinois,East,Home Office,Office Supplies,Binders,133.05,0.1,17.66
ORD-1360,2023-01-09,Florida,West,Consumer,Technology,Copiers,938.96,0.2,-98.3
ORD-1361,2023-08-14,Texas,South,Consumer,Furniture,Tables,75.83,0.2,2.68
ORD-1362,2023-02-28,Arizona,East,Home Office,Furniture,Tables,578.73,0.3,-22.88
ORD-1363,2023-03-10,New York,South,Home Office,Technology,Copiers,148.37,0.0,36.92
ORD-1364,2023-07-13,Washington,South,Home Office,Technology,Phones,209.61,0.0,19.06
ORD-1365,2023-08-16,Texas,West,Consumer,Office Supplies,Storage,172.62,0.1,26.52
ORD-1366,2023-08-31,Washington,Central,Home Office,Office Supplies,Storage,668.55,0.0,120.85
ORD-1367,2023-10-09,Florida,West,Consumer,Furniture,Chairs,365.24,0.0,98.36
ORD-1368,2023-07-06,Arizona,East,Consumer,Furniture,Bookcases,398.52,0.2,21.58
ORD-1369,2023-08-14,Illinois,Central,Corporate,Furniture,Bookcases,444.74,0.0,64.15
ORD-1370,2023-02-02,California,Central,Home Office,Office Supplies,Paper,468.05,0.1,11.86
ORD-1371,2023-04-10,Florida,East,Consumer,Furniture,Tables,750.13,0.0,131.78
ORD-1372,2023-08-08,California,East,Corporate,Technology,Accessories,239.89,0.3,-6.02
ORD-1373,2023-04-22,Illinois,West,Home Office,Furniture,Chairs,390.05,0.1,33.5
ORD-1374,2023-01-17,California,Central,Home Office,Office Supplies,Binders,907.41,0.0,186.98
ORD-1375,2023-01-08,New York,South,Home Office,Furniture,Tables,125.73,0.1,23.25
ORD-1376,2023-11-13,Ohio,Central,Corporate,Furniture,Tables,631.43,0.2,-41.85
ORD-1377,2023-09-17,Florida,West,Home Office,Technology,Phones,147.88,0.3,-7.61
ORD-1378,2023-03-24,Texas,Central,Consumer,Technology,Phones,623.87,0.2,-10.38
ORD-1379,2023-08-28,New York,Central,Home Office,Furniture,Tables,894.95,0.1,131.69
ORD-1380,2023-08-30,Texas,South,Corporate,Office Supplies,Paper,160.16,0.0,20.49
ORD-1381,2023-06-19,Ohio,West,Consumer,Technology,Copiers,256.0,0.0,60.41
ORD-1382,2023-07-24,Illinois,West,Home Office,Office Supplies,Paper,43.2,0.0,8.31
ORD-1383,2023-10-08,Ohio,South,Consumer,Furniture,Tables,764.83,0.0,205.89
ORD-1384,2023-10-20,New York,Central,Consumer,Technology,Phones,348.66,0.3,-15.58
ORD-1385,2023-01-10,New York,South,Home Office,Office Supplies,Paper,119.53,0.1,19.32
ORD-1386,2023-05-16,Ohio,West,Corporate,Technology,Accessories,136.21,0.0,20.34
ORD-1387,2023-12-18,Ohio,Central,Home Office,Technology,Copiers,799.32,0.0,69.92
ORD-1388,2023-12-23,Texas,West,Corporate,Furniture,Tables,236.96,0.0,54.63
ORD-1389,2023-01-05,California,Central,Consumer,Furniture,Bookcases,722.84,0.0,152.0
ORD-1390,2023-07-18,Illinois,West,Corporate,Technology,Phones,697.01,0.0,129.42
ORD-1391,2023-03-19,California,South,Consumer,Furniture,Bookcases,259.28,0.1,9.44
ORD-1392,2023-04-28,Florida,South,Consumer,Technology,Phones,189.78,0.2,14.63
ORD-1393,2023-08-17,Illinois,West,Consumer,Office Supplies,Storage,587.56,0.0,88.26
ORD-1394,2023-12-16,Washington,Central,Home Office,Furniture,Chairs,467.39,0.2,40.58
ORD-1395,2023-04-14,Arizona,South,Consumer,Furniture,Bookcases,161.82,0.0,31.81
ORD-1396,2023-05-17,Washington,East,Consumer,Technology,Copiers,510.83,0.0,103.63
ORD-1397,2023-05-04,Washington,Central,Home Office,Furniture,Bookcases,27.93,0.0,7.49
ORD-1398,2023-03-22,New York,West,Corporate,Furniture,Bookcases,932.8,0.0,178.43
ORD-1399,2023-02-26,Ohio,Central,Home Office,Furniture,Tables,699.68,0.0,196.35
ORD-1400,2023-11-17,Illinois,South,Home Office,Technology,Copiers,710.17,0.3,-150.46
ORD-1401,2023-04-18,New York,Central,Consumer,Furniture,Chairs,580.53,0.3,-57.08
ORD-1402,2023-04-23,California,East,Corporate,Office Supplies,Binders,429.89,0.0,100.64
ORD-1403,2023-03-03,California,South,Corporate,Office Supplies,Binders,935.02,0.3,-17.4
ORD-1404,2023-08-17,New York,East,Corporate,Technology,Copiers,456.33,0.0,35.73
ORD-1405,2023-01-21,Texas,South,Corporate,Office Supplies,Storage,984.99,0.0,255.83
ORD-1406,2023-03-20,Ohio,South,Consumer,Office Supplies,Paper,133.42,0.2,10.7
ORD-1407,2023-07-18,Ohio,East,Corporate,Furniture,Chairs,871.2,0.0,156.56
ORD-1408,2023-11-03,California,West,Consumer,Office Supplies,Storage,595.36,0.0,89.16
ORD-1409,2023-06-19,New York,South,Corporate,Office Supplies,Paper,64.21,0.3,-10.67
ORD-1410,2023-12-26,Washington,East,Home Office,Technology,Copiers,804.82,0.1,-39.31
ORD-1411,2023-04-18,Illinois,East,Corporate,Technology,Phones,340.16,0.0,50.87
ORD-1412,2023-01-31,Washington,South,Home Office,Office Supplies,Storage,542.02,0.0,151.75
ORD-1413,2023-01-08,Florida,West,Home Office,Furniture,Tables,352.88,0.0,48.25
ORD-1414,2023-01-14,Arizona,Central,Consumer,Office Supplies,Storage,740.13,0.3,-101.36
ORD-1415,2023-06-11,Florida,East,Home Office,Furniture,Tables,232.36,0.3,-31.81
ORD-1416,2023-08-14,Texas,East,Consumer,Furniture,Chairs,149.45,0.3,-30.77
ORD-1417,2023-03-22,New York,South,Consumer,Furniture,Bookcases,503.38,0.0,77.89
ORD-1418,2023-01-04,New York,West,Consumer,Office Supplies,Binders,915.7,0.0,128.75
ORD-1419,2023-08-06,Texas,West,Consumer,Office Supplies,Storage,584.78,0.0,121.67
ORD-1420,2023-08-26,Arizona,Central,Consumer,Office Supplies,Binders,22.96,0.1,2.66
ORD-1421,2023-05-10,Florida,West,Corporate,Office Supplies,Binders,186.26,0.2,16.81
ORD-1422,2023-12-06,Illinois,Central,Consumer,Office Supplies,Storage,157.18,0.0,24.15
ORD-1423,2023-03-24,New York,South,Corporate,Furniture,Tables,94.5,0.0,28.28
ORD-1424,2023-04-24,Illinois,South,Consumer,Technology,Accessories,507.17,0.0,100.85
ORD-1425,2023-06-24,Florida,Central,Corporate,Office Supplies,Binders,76.41,0.2,2.86
ORD-1426,2023-01-17,Ohio,East,Consumer,Office Supplies,Binders,217.81,0.1,38.01
ORD-1427,2023-06-25,Arizona,East,Corporate,Office Supplies,Storage,213.09,0.0,20.81
ORD-1428,2023-11-02,Washington,West,Consumer,Furniture,Chairs,46.18,0.0,7.76
ORD-1429,2023-12-14,Florida,Central,Consumer,Furniture,Bookcases,569.19,0.3,-132.95
ORD-1430,2023-01-10,Texas,Central,Home Office,Office Supplies,Storage,777.77,0.0,127.03
ORD-1431,2023-05-22,Illinois,South,Consumer,Furniture,Chairs,529.15,0.0,84.76
ORD-1432,2023-04-24,New York,West,Home Office,Technology,Accessories,406.76,0.0,77.25
ORD-1433,2023-05-06,New York,East,Consumer,Technology,Phones,163.69,0.3,-33.48
ORD-1434,2023-05-16,California,East,Corporate,Furniture,Chairs,863.17,0.3,-11.63
ORD-1435,2023-03-10,California,South,Home Office,Furniture,Chairs,379.58,0.1,6.71
ORD-1436,2023-01-15,Florida,West,Consumer,Furniture,Chairs,647.56,0.0,98.55
ORD-1437,2023-09-25,Texas,East,Corporate,Furniture,Bookcases,35.13,0.1,-0.39
ORD-1438,2023-11-20,Washington,Central,Corporate,Technology,Phones,718.81,0.0,154.35
ORD-1439,2023-02-21,Florida,West,Consumer,Office Supplies,Storage,36.83,0.2,-3.48
ORD-1440,2023-10-29,Illinois,East,Corporate,Furniture,Chairs,238.76,0.1,28.17
ORD-1441,2023-03-31,California,Central,Corporate,Office Supplies,Binders,29.51,0.0,2.24
ORD-1442,2023-04-11,Illinois,South,Consumer,Office Supplies,Binders,801.92,0.0,75.89
ORD-1443,2023-08-29,Washington,South,Consumer,Office Supplies,Binders,656.22,0.1,6.26
ORD-1444,2023-06-23,New York,Central,Consumer,Furniture,Bookcases,108.45,0.2,-9.67
ORD-1445,2023-01-30,Texas,Central,Corporate,Furniture,Bookcases,725.04,0.0,191.36
ORD-1446,2023-01-29,Texas,East,Home Office,Technology,Phones,831.92,0.0,124.2
ORD-1447,2023-07-16,Ohio,East,Home Office,Furniture,Chairs,671.4,0.1,0.84
ORD-1448,2023-06-30,California,Central,Home Office,Office Supplies,Paper,300.22,0.1,52.26
ORD-1449,2023-11-05,New York,West,Corporate,Office Supplies,Binders,22.87,0.0,1.63
ORD-1450,2023-03-19,Washington,West,Consumer,Office Supplies,Paper,215.81,0.0,12.22
ORD-1451,2023-01-31,Arizona,South,Consumer,Furniture,Chairs,189.62,0.0,37.12
ORD-1452,2023-12-11,Texas,West,Corporate,Technology,Copiers,427.21,0.2,31.26
ORD-1453,2023-10-09,Illinois,Central,Consumer,Technology,Phones,819.27,0.0,110.97
ORD-1454,2023-04-28,California,Central,Home Office,Technology,Phones,266.83,0.2,-14.7
ORD-1455,2023-03-12,New York,South,Consumer,Furniture,Bookcases,594.39,0.0,69.55
ORD-1456,2023-07-24,California,South,Home Office,Furniture,Tables,627.91,0.2,-29.92
ORD-1457,2023-11-09,Florida,South,Home Office,Office Supplies,Storage,556.53,0.0,88.51
ORD-1458,2023-09-11,Ohio,South,Consumer,Office Supplies,Paper,301.52,0.0,86.57
ORD-1459,2023-12-14,Florida,Central,Corporate,Furniture,Chairs,765.97,0.0,65.13
ORD-1460,2023-05-19,Texas,South,Corporate,Technology,Accessories,869.78,0.1,62.5
ORD-1461,2023-10-19,Washington,Central,Corporate,Furniture,Tables,895.61,0.2,44.75
ORD-1462,2023-11-05,New York,East,Corporate,Office Supplies,Binders,430.96,0.1,-19.13
ORD-1463,2023-05-24,California,Central,Consumer,Furniture,Chairs,275.99,0.0,51.17
ORD-1464,2023-03-24,Arizona,West,Consumer,Office Supplies,Paper,637.14,0.1,9.22
ORD-1465,2023-10-15,Illinois,East,Consumer,Furniture,Bookcases,147.96,0.0,38.28
ORD-1466,2023-08-25,Ohio,Central,Home Office,Furniture,Tables,984.56,0.2,-18.29
ORD-1467,2023-02-08,California,Central,Home Office,Office Supplies,Storage,179.96,0.2,-14.74
ORD-1468,2023-03-19,Texas,South,Consumer,Office Supplies,Storage,28.21,0.2,2.22
ORD-1469,2023-09-30,Florida,Central,Consumer,Furniture,Chairs,126.57,0.1,11.91
ORD-1470,2023-06-16,Ohio,East,Consumer,Furniture,Bookcases,281.31,0.0,53.04
ORD-1471,2023-08-20,Illinois,Central,Consumer,Technology,Phones,654.91,0.3,-27.88
ORD-1472,2023-11-27,Arizona,South,Consumer,Office Supplies,Storage,214.36,0.0,11.31
ORD-1473,2023-10-03,New York,East,Corporate,Office Supplies,Binders,145.52,0.2,10.91
ORD-1474,2023-01-23,Florida,West,Corporate,Technology,Copiers,875.15,0.0,174.46
ORD-1475,2023-10-30,Washington,East,Corporate,Technology,Copiers,604.51,0.0,130.73
ORD-1476,2023-09-15,Texas,South,Home Office,Technology,Copiers,183.62,0.0,51.16
ORD-1477,2023-05-01,California,West,Home Office,Furniture,Chairs,424.58,0.0,61.9
ORD-1478,2023-05-01,Florida,East,Home Office,Technology,Accessories,523.73,0.2,-72.41
ORD-1479,2023-10-12,New York,East,Corporate,Office Supplies,Binders,174.62,0.2,6.03
ORD-1480,2023-08-23,Washington,East,Home Office,Office Supplies,Storage,91.97,0.1,9.27
ORD-1481,2023-12-06,California,West,Consumer,Office Supplies,Storage,252.9,0.2,-13.32
ORD-1482,2023-08-01,Texas,East,Consumer,Furniture,Bookcases,295.81,0.0,41.09
ORD-1483,2023-09-12,Washington,Central,Home Office,Technology,Copiers,721.86,0.0,89.71
ORD-1484,2023-10-22,Arizona,West,Consumer,Office Supplies,Paper,570.74,0.0,96.46
ORD-1485,2023-03-29,Washington,East,Consumer,Office Supplies,Binders,667.03,0.2,56.17
ORD-1486,2023-07-20,New York,South,Consumer,Furniture,Tables,735.25,0.0,76.27
ORD-1487,2023-06-23,Florida,Central,Corporate,Office Supplies,Binders,40.87,0.2,-3.45
ORD-1488,2023-08-27,Florida,East,Home Office,Furniture,Chairs,599.13,0.0,37.66
ORD-1489,2023-07-06,Texas,West,Corporate,Technology,Phones,501.4,0.0,99.88
ORD-1490,2023-01-28,Texas,West,Home Office,Furniture,Bookcases,340.9,0.1,48.66
ORD-1491,2023-10-08,New York,West,Home Office,Technology,Accessories,115.53,0.1,-3.61
ORD-1492,2023-05-23,Florida,West,Consumer,Office Supplies,Paper,730.91,0.0,127.09
ORD-1493,2023-02-14,New York,East,Corporate,Furniture,Chairs,691.52,0.0,109.75
ORD-1494,2023-12-30,New York,West,Home Office,Technology,Copiers,253.94,0.0,64.7
ORD-1495,2023-11-20,Texas,South,Corporate,Technology,Phones,801.42,0.0,179.26
ORD-1496,2023-02-13,Texas,Central,Corporate,Furniture,Chairs,279.42,0.1,27.26
ORD-1497,2023-11-07,Washington,East,Home Office,Technology,Accessories,367.36,0.1,-9.96
ORD-1498,2023-03-23,Florida,Central,Home Office,Furniture,Chairs,918.14,0.1,-14.5
ORD-1499,2023-04-17,Florida,West,Consumer,Office Supplies,Binders,950.73,0.0,153.54
ORD-1500,2023-09-19,Illinois,East,Consumer,Technology,Copiers,193.28,0.0,35.85
ORD-1501,2023-07-01,Washington,South,Consumer,Office Supplies,Binders,874.22,0.0,203.74
ORD-1502,2023-08-31,Texas,West,Consumer,Furniture,Chairs,808.5,0.2,11.88
ORD-1503,2023-09-19,Ohio,South,Corporate,Furniture,Chairs,695.35,0.0,182.39
ORD-1504,2023-02-25,New York,East,Home Office,Office Supplies,Paper,257.17,0.3,-32.83
ORD-1505,2023-07-16,Florida,West,Consumer,Furniture,Bookcases,229.0,0.0,67.99
ORD-1506,2023-06-29,Arizona,South,Corporate,Office Supplies,Paper,944.62,0.1,-37.92
ORD-1507,2023-05-28,Illinois,East,Home Office,Technology,Phones,708.52,0.1,128.46
ORD-1508,2023-03-29,New York,Central,Home Office,Technology,Accessories,188.77,0.0,36.24
ORD-1509,2023-06-24,Florida,East,Corporate,Technology,Copiers,916.33,0.2,-129.67
ORD-1510,2023-09-05,Ohio,Central,Corporate,Furniture,Chairs,700.45,0.0,87.09
ORD-1511,2023-12-16,New York,East,Corporate,Furniture,Chairs,925.15,0.1,178.34
ORD-1512,2023-05-23,Illinois,West,Corporate,Office Supplies,Paper,944.82,0.0,159.25
ORD-1513,2023-01-09,Ohio,East,Consumer,Technology,Accessories,863.42,0.1,139.13
ORD-1514,2023-01-31,Texas,West,Corporate,Furniture,Bookcases,325.91,0.2,18.65
ORD-1515,2023-05-03,California,South,Corporate,Furniture,Tables,46.64,0.0,9.28
ORD-1516,2023-08-03,Florida,East,Consumer,Technology,Accessories,237.71,0.3,-52.26
ORD-1517,2023-01-06,Washington,East,Consumer,Furniture,Bookcases,86.18,0.0,19.31
ORD-1518,2023-06-01,Texas,West,Corporate,Furniture,Tables,346.48,0.1,45.46
ORD-1519,2023-07-17,Washington,Central,Corporate,Technology,Copiers,74.7,0.2,-5.32
ORD-1520,2023-01-15,New York,South,Consumer,Office Supplies,Paper,544.1,0.0,134.76
ORD-1521,2023-07-28,Arizona,West,Corporate,Office Supplies,Paper,325.56,0.0,67.22
ORD-1522,2023-09-07,Texas,West,Corporate,Technology,Accessories,887.12,0.1,92.23
ORD-1523,2023-09-01,New York,East,Corporate,Office Supplies,Binders,240.63,0.2,-34.63
ORD-1524,2023-11-19,Ohio,South,Home Office,Office Supplies,Paper,871.4,0.0,48.2
ORD-1525,2023-01-12,Ohio,West,Consumer,Furniture,Chairs,875.95,0.2,-15.56
ORD-1526,2023-12-20,Florida,East,Home Office,Furniture,Chairs,939.68,0.0,234.63
ORD-1527,2023-06-24,Illinois,South,Corporate,Office Supplies,Storage,997.95,0.0,137.4
ORD-1528,2023-07-16,Arizona,South,Home Office,Office Supplies,Binders,769.52,0.0,115.8
ORD-1529,2023-12-11,Florida,West,Corporate,Office Supplies,Storage,485.08,0.1,51.84
ORD-1530,2023-11-28,Illinois,East,Home Office,Furniture,Tables,874.94,0.0,259.0
ORD-1531,2023-04-01,Florida,West,Consumer,Office Supplies,Paper,770.59,0.1,41.95
ORD-1532,2023-12-28,Washington,Central,Consumer,Technology,Phones,427.14,0.3,-28.02
ORD-1533,2023-07-25,Washington,Central,Consumer,Furniture,Tables,246.39,0.3,-54.79
ORD-1534,2023-10-29,Florida,West,Consumer,Office Supplies,Paper,361.08,0.2,-28.23
ORD-1535,2023-10-13,Illinois,Central,Consumer,Technology,Phones,303.35,0.2,-27.79
ORD-1536,2023-07-19,Arizona,Central,Consumer,Furniture,Tables,51.67,0.0,2.81
ORD-1537,2023-07-17,Florida,East,Home Office,Furniture,Tables,987.85,0.0,155.04
ORD-1538,2023-03-16,New York,West,Consumer,Furniture,Tables,390.48,0.3,-31.27
ORD-1539,2023-01-24,Illinois,Central,Corporate,Furniture,Chairs,226.07,0.0,64.99
ORD-1540,2023-11-09,Ohio,South,Home Office,Office Supplies,Paper,788.48,0.1,-21.8
ORD-1541,2023-02-14,California,South,Consumer,Technology,Accessories,423.4,0.0,114.22
ORD-1542,2023-01-24,New York,West,Corporate,Office Supplies,Storage,945.28,0.2,-31.34
ORD-1543,2023-04-10,Texas,Central,Home Office,Technology,Accessories,617.28,0.1,-5.09
ORD-1544,2023-11-17,Ohio,South,Consumer,Office Supplies,Binders,991.26,0.2,-91.28
ORD-1545,2023-05-05,Texas,South,Home Office,Furniture,Bookcases,943.3,0.0,200.37
ORD-1546,2023-06-13,Ohio,West,Home Office,Technology,Accessories,611.66,0.0,108.98
ORD-1547,2023-03-31,Texas,West,Corporate,Furniture,Bookcases,238.36,0.0,22.44
ORD-1548,2023-01-05,California,West,Consumer,Technology,Phones,228.28,0.1,-0.77
ORD-1549,2023-04-19,Arizona,West,Home Office,Technology,Copiers,781.79,0.0,107.52
ORD-1550,2023-10-24,California,West,Home Office,Office Supplies,Binders,67.26,0.0,19.66
ORD-1551,2023-12-06,Illinois,Central,Corporate,Technology,Accessories,884.95,0.0,249.5
ORD-1552,2023-09-13,Ohio,Central,Home Office,Furniture,Bookcases,994.96,0.0,93.0
ORD-1553,2023-09-22,Arizona,Central,Home Office,Technology,Copiers,402.28,0.0,96.37
ORD-1554,2023-04-27,California,West,Home Office,Office Supplies,Binders,699.06,0.2,-77.96
ORD-1555,2023-10-09,Washington,Central,Corporate,Technology,Copiers,817.67,0.0,86.76
ORD-1556,2023-11-03,Washington,Central,Corporate,Technology,Copiers,231.58,0.2,-3.65
ORD-1557,2023-08-27,Texas,Central,Home Office,Technology,Copiers,597.01,0.1,56.73
ORD-1558,2023-06-04,Illinois,South,Home Office,Furniture,Tables,100.57,0.0,27.09
ORD-1559,2023-04-12,Ohio,Central,Corporate,Technology,Phones,272.94,0.0,22.48
ORD-1560,2023-04-13,Texas,East,Corporate,Furniture,Chairs,889.86,0.3,-9.87
ORD-1561,2023-12-19,Texas,West,Corporate,Furniture,Chairs,863.51,0.0,217.93
ORD-1562,2023-02-16,Illinois,South,Corporate,Furniture,Tables,658.69,0.0,123.65
ORD-1563,2023-07-02,Washington,West,Home Office,Technology,Copiers,96.12,0.0,14.62
ORD-1564,2023-04-10,California,East,Corporate,Furniture,Chairs,378.96,0.0,43.56
ORD-1565,2023-11-23,Florida,South,Corporate,Office Supplies,Binders,726.19,0.2,-18.9
ORD-1566,2023-07-01,Arizona,West,Home Office,Furniture,Bookcases,90.24,0.1,0.46
ORD-1567,2023-01-03,Texas,East,Home Office,Office Supplies,Storage,686.43,0.0,47.39
ORD-1568,2023-11-15,Washington,South,Home Office,Office Supplies,Paper,852.69,0.0,148.19
ORD-1569,2023-10-24,Texas,West,Home Office,Office Supplies,Binders,485.78,0.3,-49.5
ORD-1570,2023-08-22,Florida,East,Consumer,Office Supplies,Storage,826.43,0.2,-52.1
ORD-1571,2023-09-12,Ohio,South,Consumer,Technology,Accessories,681.24,0.2,-5.84
ORD-1572,2023-07-20,Illinois,Central,Consumer,Technology,Phones,274.36,0.2,19.11
ORD-1573,2023-03-26,Florida,South,Consumer,Office Supplies,Paper,799.45,0.0,171.57
ORD-1574,2023-04-13,Arizona,South,Home Office,Technology,Copiers,852.08,0.0,227.36
ORD-1575,2023-09-25,Texas,West,Consumer,Technology,Phones,711.28,0.3,-28.98
ORD-1576,2023-12-28,Washington,South,Consumer,Furniture,Chairs,700.5,0.0,154.13
ORD-1577,2023-01-28,Florida,South,Corporate,Technology,Accessories,622.43,0.0,148.25
ORD-1578,2023-04-09,Washington,East,Consumer,Furniture,Tables,167.02,0.1,28.43
ORD-1579,2023-04-27,Texas,East,Corporate,Office Supplies,Paper,873.13,0.1,-37.27
ORD-1580,2023-01-07,Washington,Central,Home Office,Office Supplies,Paper,827.56,0.2,-97.47
ORD-1581,2023-11-08,Ohio,East,Consumer,Technology,Copiers,341.77,0.0,80.62
ORD-1582,2023-05-15,New York,Central,Home Office,Technology,Accessories,169.15,0.2,9.22
ORD-1583,2023-09-16,Florida,East,Consumer,Furniture,Tables,833.81,0.0,147.47
ORD-1584,2023-12-22,Florida,East,Home Office,Furniture,Tables,16.32,0.2,-1.28
ORD-1585,2023-07-24,New York,West,Consumer,Furniture,Chairs,620.76,0.0,183.31
ORD-1586,2023-05-04,Florida,West,Home Office,Office Supplies,Binders,635.5,0.0,73.05
